id,name,score1,score2
7908,Stuednt_7908,79,56
7909,Stuednt_7909,85,52
7910,Stuednt_7910,86,78
7911,Stuednt_7911,66,67
7912,Stuednt_7912,69,86
7913,Stuednt_7913,79,81
7914,Stuednt_7914,85,88
7915,Stuednt_7915,55,83
7916,Stuednt_7916,65,82
7917,Stuednt_7917,85,92
7918,Stuednt_7918,70,58
7919,Stuednt_7919,95,74
7920,Stuednt_7920,61,84
7921,Stuednt_7921,82,61
7922,Stuednt_7922,95,70
7923,Stuednt_7923,55,73
7924,Stuednt_7924,100,90
7925,Stuednt_7925,66,63
7926,Stuednt_7926,72,82
7927,Stuednt_7927,57,70
7928,Stuednt_7928,50,53
7929,Stuednt_7929,59,97
7930,Stuednt_7930,50,90
7931,Stuednt_7931,100,97
7932,Stuednt_7932,91,53
7933,Stuednt_7933,67,81
7934,Stuednt_7934,93,85
7935,Stuednt_7935,59,65
7936,Stuednt_7936,84,84
7937,Stuednt_7937,64,60
7938,Stuednt_7938,53,69
7939,Stuednt_7939,76,54
7940,Stuednt_7940,77,82
7941,Stuednt_7941,94,100
7942,Stuednt_7942,57,91
7943,Stuednt_7943,50,96
7944,Stuednt_7944,69,70
7945,Stuednt_7945,64,70
7946,Stuednt_7946,74,82
7947,Stuednt_7947,63,52
7948,Stuednt_7948,96,82
7949,Stuednt_7949,97,89
7950,Stuednt_7950,88,95
7951,Stuednt_7951,68,92
7952,Stuednt_7952,50,64
7953,Stuednt_7953,70,96
7954,Stuednt_7954,57,58
7955,Stuednt_7955,64,61
7956,Stuednt_7956,88,88
7957,Stuednt_7957,68,90
7958,Stuednt_7958,66,66
7959,Stuednt_7959,70,82
7960,Stuednt_7960,60,51
7961,Stuednt_7961,51,51
7962,Stuednt_7962,67,95
7963,Stuednt_7963,81,51
7964,Stuednt_7964,91,76
7965,Stuednt_7965,72,83
7966,Stuednt_7966,97,90
7967,Stuednt_7967,66,62
7968,Stuednt_7968,86,62
7969,Stuednt_7969,52,89
7970,Stuednt_7970,76,56
7971,Stuednt_7971,62,53
7972,Stuednt_7972,50,98
7973,Stuednt_7973,86,95
7974,Stuednt_7974,80,77
7975,Stuednt_7975,91,65
7976,Stuednt_7976,67,58
7977,Stuednt_7977,95,100
7978,Stuednt_7978,77,59
7979,Stuednt_7979,74,98
7980,Stuednt_7980,53,93
7981,Stuednt_7981,50,69
7982,Stuednt_7982,69,72
7983,Stuednt_7983,90,83
7984,Stuednt_7984,80,97
7985,Stuednt_7985,72,92
7986,Stuednt_7986,53,88
7987,Stuednt_7987,89,50
7988,Stuednt_7988,93,55
7989,Stuednt_7989,66,76
7990,Stuednt_7990,64,80
7991,Stuednt_7991,51,85
7992,Stuednt_7992,60,61
7993,Stuednt_7993,83,85
7994,Stuednt_7994,50,82
7995,Stuednt_7995,83,65
7996,Stuednt_7996,83,89
7997,Stuednt_7997,66,86
7998,Stuednt_7998,94,99
7999,Stuednt_7999,57,52
8000,Stuednt_8000,95,91
8001,Stuednt_8001,57,84
8002,Stuednt_8002,55,88
8003,Stuednt_8003,58,65
8004,Stuednt_8004,57,93
8005,Stuednt_8005,100,62
8006,Stuednt_8006,59,95
8007,Stuednt_8007,97,65
8008,Stuednt_8008,88,68
8009,Stuednt_8009,95,70
8010,Stuednt_8010,66,51
8011,Stuednt_8011,92,59
8012,Stuednt_8012,62,58
8013,Stuednt_8013,83,66
8014,Stuednt_8014,66,53
8015,Stuednt_8015,97,93
8016,Stuednt_8016,76,86
8017,Stuednt_8017,68,81
8018,Stuednt_8018,81,58
8019,Stuednt_8019,99,79
8020,Stuednt_8020,67,88
8021,Stuednt_8021,70,89
8022,Stuednt_8022,59,98
8023,Stuednt_8023,93,67
8024,Stuednt_8024,79,80
8025,Stuednt_8025,69,97
8026,Stuednt_8026,66,76
8027,Stuednt_8027,82,83
8028,Stuednt_8028,80,79
8029,Stuednt_8029,71,63
8030,Stuednt_8030,54,69
8031,Stuednt_8031,99,52
8032,Stuednt_8032,84,76
8033,Stuednt_8033,72,59
8034,Stuednt_8034,51,66
8035,Stuednt_8035,91,89
8036,Stuednt_8036,54,62
8037,Stuednt_8037,78,73
8038,Stuednt_8038,80,67
8039,Stuednt_8039,71,97
8040,Stuednt_8040,54,98
8041,Stuednt_8041,68,100
8042,Stuednt_8042,51,76
8043,Stuednt_8043,58,62
8044,Stuednt_8044,63,83
8045,Stuednt_8045,87,88
8046,Stuednt_8046,68,68
8047,Stuednt_8047,92,96
8048,Stuednt_8048,77,100
8049,Stuednt_8049,68,98
8050,Stuednt_8050,76,53
8051,Stuednt_8051,74,78
8052,Stuednt_8052,66,60
8053,Stuednt_8053,65,80
8054,Stuednt_8054,85,76
8055,Stuednt_8055,89,86
8056,Stuednt_8056,88,77
8057,Stuednt_8057,71,91
8058,Stuednt_8058,85,81
8059,Stuednt_8059,89,67
8060,Stuednt_8060,88,100
8061,Stuednt_8061,89,71
8062,Stuednt_8062,89,84
8063,Stuednt_8063,50,94
8064,Stuednt_8064,74,50
8065,Stuednt_8065,69,73
8066,Stuednt_8066,65,53
8067,Stuednt_8067,61,77
8068,Stuednt_8068,72,70
8069,Stuednt_8069,77,87
8070,Stuednt_8070,92,78
8071,Stuednt_8071,91,72
8072,Stuednt_8072,63,89
8073,Stuednt_8073,87,66
8074,Stuednt_8074,84,68
8075,Stuednt_8075,77,58
8076,Stuednt_8076,91,81
8077,Stuednt_8077,94,99
8078,Stuednt_8078,81,78
8079,Stuednt_8079,74,84
8080,Stuednt_8080,92,81
8081,Stuednt_8081,90,94
8082,Stuednt_8082,57,96
8083,Stuednt_8083,96,76
8084,Stuednt_8084,57,54
8085,Stuednt_8085,93,96
8086,Stuednt_8086,51,75
8087,Stuednt_8087,99,90
8088,Stuednt_8088,69,61
8089,Stuednt_8089,65,94
8090,Stuednt_8090,67,87
8091,Stuednt_8091,89,91
8092,Stuednt_8092,79,99
8093,Stuednt_8093,59,71
8094,Stuednt_8094,83,92
8095,Stuednt_8095,86,65
8096,Stuednt_8096,73,90
8097,Stuednt_8097,68,98
8098,Stuednt_8098,97,96
8099,Stuednt_8099,55,69
8100,Stuednt_8100,71,74
8101,Stuednt_8101,86,89
8102,Stuednt_8102,96,82
8103,Stuednt_8103,55,59
8104,Stuednt_8104,88,55
8105,Stuednt_8105,76,76
8106,Stuednt_8106,71,99
8107,Stuednt_8107,91,66
8108,Stuednt_8108,95,58
8109,Stuednt_8109,91,87
8110,Stuednt_8110,61,51
8111,Stuednt_8111,71,83
8112,Stuednt_8112,51,80
8113,Stuednt_8113,59,86
8114,Stuednt_8114,91,55
8115,Stuednt_8115,100,81
8116,Stuednt_8116,90,56
8117,Stuednt_8117,73,55
8118,Stuednt_8118,58,69
8119,Stuednt_8119,64,80
8120,Stuednt_8120,54,73
8121,Stuednt_8121,62,90
8122,Stuednt_8122,90,56
8123,Stuednt_8123,69,91
8124,Stuednt_8124,94,62
8125,Stuednt_8125,87,97
8126,Stuednt_8126,65,97
8127,Stuednt_8127,98,73
8128,Stuednt_8128,71,82
8129,Stuednt_8129,59,61
8130,Stuednt_8130,74,97
8131,Stuednt_8131,63,99
8132,Stuednt_8132,77,96
8133,Stuednt_8133,78,51
8134,Stuednt_8134,71,97
8135,Stuednt_8135,50,99
8136,Stuednt_8136,82,97
8137,Stuednt_8137,82,90
8138,Stuednt_8138,53,100
8139,Stuednt_8139,60,56
8140,Stuednt_8140,52,50
8141,Stuednt_8141,70,89
8142,Stuednt_8142,97,50
8143,Stuednt_8143,100,80
8144,Stuednt_8144,71,87
8145,Stuednt_8145,65,75
8146,Stuednt_8146,80,50
8147,Stuednt_8147,85,75
8148,Stuednt_8148,95,98
8149,Stuednt_8149,62,85
8150,Stuednt_8150,83,52
8151,Stuednt_8151,70,76
8152,Stuednt_8152,100,68
8153,Stuednt_8153,99,63
8154,Stuednt_8154,82,91
8155,Stuednt_8155,57,61
8156,Stuednt_8156,52,73
8157,Stuednt_8157,69,52
8158,Stuednt_8158,88,57
8159,Stuednt_8159,77,65
8160,Stuednt_8160,96,94
8161,Stuednt_8161,88,98
8162,Stuednt_8162,76,87
8163,Stuednt_8163,63,89
8164,Stuednt_8164,54,55
8165,Stuednt_8165,76,81
8166,Stuednt_8166,74,55
8167,Stuednt_8167,92,74
8168,Stuednt_8168,98,50
8169,Stuednt_8169,73,73
8170,Stuednt_8170,69,79
8171,Stuednt_8171,86,51
8172,Stuednt_8172,51,63
8173,Stuednt_8173,94,63
8174,Stuednt_8174,66,73
8175,Stuednt_8175,87,67
8176,Stuednt_8176,81,61
8177,Stuednt_8177,76,66
8178,Stuednt_8178,90,90
8179,Stuednt_8179,65,88
8180,Stuednt_8180,94,60
8181,Stuednt_8181,95,83
8182,Stuednt_8182,63,50
8183,Stuednt_8183,72,100
8184,Stuednt_8184,98,95
8185,Stuednt_8185,64,99
8186,Stuednt_8186,91,62
8187,Stuednt_8187,64,81
8188,Stuednt_8188,69,73
8189,Stuednt_8189,51,72
8190,Stuednt_8190,59,77
8191,Stuednt_8191,63,68
8192,Stuednt_8192,64,54
8193,Stuednt_8193,65,66
8194,Stuednt_8194,88,61
8195,Stuednt_8195,96,70
8196,Stuednt_8196,87,53
8197,Stuednt_8197,91,100
8198,Stuednt_8198,97,97
8199,Stuednt_8199,82,59
8200,Stuednt_8200,68,74
8201,Stuednt_8201,100,99
8202,Stuednt_8202,70,59
8203,Stuednt_8203,66,99
8204,Stuednt_8204,77,60
8205,Stuednt_8205,78,78
8206,Stuednt_8206,95,52
8207,Stuednt_8207,62,90
8208,Stuednt_8208,64,54
8209,Stuednt_8209,82,95
8210,Stuednt_8210,85,91
8211,Stuednt_8211,68,99
8212,Stuednt_8212,59,93
8213,Stuednt_8213,85,66
8214,Stuednt_8214,91,58
8215,Stuednt_8215,55,72
8216,Stuednt_8216,99,64
8217,Stuednt_8217,71,90
8218,Stuednt_8218,67,83
8219,Stuednt_8219,50,98
8220,Stuednt_8220,73,77
8221,Stuednt_8221,77,90
8222,Stuednt_8222,97,74
8223,Stuednt_8223,88,65
8224,Stuednt_8224,87,87
8225,Stuednt_8225,83,89
8226,Stuednt_8226,55,89
8227,Stuednt_8227,69,92
8228,Stuednt_8228,53,98
8229,Stuednt_8229,84,94
8230,Stuednt_8230,92,52
8231,Stuednt_8231,88,51
8232,Stuednt_8232,80,52
8233,Stuednt_8233,77,59
8234,Stuednt_8234,86,76
8235,Stuednt_8235,96,58
8236,Stuednt_8236,62,57
8237,Stuednt_8237,88,87
8238,Stuednt_8238,74,84
8239,Stuednt_8239,84,64
8240,Stuednt_8240,73,59
8241,Stuednt_8241,63,69
8242,Stuednt_8242,73,98
8243,Stuednt_8243,78,84
8244,Stuednt_8244,83,89
8245,Stuednt_8245,62,71
8246,Stuednt_8246,61,68
8247,Stuednt_8247,78,81
8248,Stuednt_8248,60,74
8249,Stuednt_8249,57,77
8250,Stuednt_8250,87,99
8251,Stuednt_8251,92,67
8252,Stuednt_8252,56,92
8253,Stuednt_8253,70,98
8254,Stuednt_8254,55,85
8255,Stuednt_8255,96,74
8256,Stuednt_8256,93,82
8257,Stuednt_8257,67,100
8258,Stuednt_8258,80,75
8259,Stuednt_8259,61,64
8260,Stuednt_8260,87,85
8261,Stuednt_8261,64,53
8262,Stuednt_8262,67,56
8263,Stuednt_8263,71,85
8264,Stuednt_8264,72,51
8265,Stuednt_8265,95,55
8266,Stuednt_8266,81,53
8267,Stuednt_8267,81,94
8268,Stuednt_8268,95,61
8269,Stuednt_8269,79,94
8270,Stuednt_8270,53,65
8271,Stuednt_8271,51,58
8272,Stuednt_8272,100,65
8273,Stuednt_8273,96,59
8274,Stuednt_8274,63,61
8275,Stuednt_8275,86,80
8276,Stuednt_8276,81,93
8277,Stuednt_8277,91,84
8278,Stuednt_8278,74,76
8279,Stuednt_8279,92,93
8280,Stuednt_8280,79,74
8281,Stuednt_8281,59,50
8282,Stuednt_8282,65,62
8283,Stuednt_8283,63,73
8284,Stuednt_8284,80,59
8285,Stuednt_8285,65,99
8286,Stuednt_8286,75,67
8287,Stuednt_8287,71,82
8288,Stuednt_8288,62,99
8289,Stuednt_8289,94,100
8290,Stuednt_8290,52,88
8291,Stuednt_8291,81,56
8292,Stuednt_8292,55,56
8293,Stuednt_8293,96,55
8294,Stuednt_8294,94,76
8295,Stuednt_8295,95,81
8296,Stuednt_8296,75,51
8297,Stuednt_8297,98,88
8298,Stuednt_8298,75,60
8299,Stuednt_8299,61,98
8300,Stuednt_8300,55,81
8301,Stuednt_8301,88,63
8302,Stuednt_8302,75,64
8303,Stuednt_8303,92,74
8304,Stuednt_8304,52,53
8305,Stuednt_8305,86,88
8306,Stuednt_8306,73,78
8307,Stuednt_8307,57,66
8308,Stuednt_8308,50,51
8309,Stuednt_8309,89,67
8310,Stuednt_8310,53,51
8311,Stuednt_8311,82,60
8312,Stuednt_8312,90,99
8313,Stuednt_8313,58,64
8314,Stuednt_8314,97,79
8315,Stuednt_8315,89,91
8316,Stuednt_8316,70,66
8317,Stuednt_8317,85,66
8318,Stuednt_8318,64,61
8319,Stuednt_8319,77,95
8320,Stuednt_8320,59,84
8321,Stuednt_8321,91,92
8322,Stuednt_8322,78,69
8323,Stuednt_8323,86,56
8324,Stuednt_8324,89,97
8325,Stuednt_8325,82,94
8326,Stuednt_8326,97,76
8327,Stuednt_8327,98,75
8328,Stuednt_8328,79,87
8329,Stuednt_8329,69,63
8330,Stuednt_8330,80,64
8331,Stuednt_8331,81,62
8332,Stuednt_8332,61,62
8333,Stuednt_8333,91,74
8334,Stuednt_8334,84,92
8335,Stuednt_8335,89,73
8336,Stuednt_8336,50,57
8337,Stuednt_8337,89,61
8338,Stuednt_8338,98,56
8339,Stuednt_8339,81,66
8340,Stuednt_8340,58,88
8341,Stuednt_8341,51,71
8342,Stuednt_8342,83,51
8343,Stuednt_8343,61,90
8344,Stuednt_8344,59,90
8345,Stuednt_8345,93,84
8346,Stuednt_8346,50,70
8347,Stuednt_8347,63,89
8348,Stuednt_8348,95,60
8349,Stuednt_8349,71,61
8350,Stuednt_8350,75,90
8351,Stuednt_8351,68,56
8352,Stuednt_8352,88,75
8353,Stuednt_8353,80,87
8354,Stuednt_8354,60,76
8355,Stuednt_8355,81,84
8356,Stuednt_8356,51,98
8357,Stuednt_8357,74,82
8358,Stuednt_8358,89,97
8359,Stuednt_8359,72,77
8360,Stuednt_8360,100,56
8361,Stuednt_8361,71,91
8362,Stuednt_8362,59,50
8363,Stuednt_8363,75,78
8364,Stuednt_8364,51,81
8365,Stuednt_8365,93,88
8366,Stuednt_8366,95,90
8367,Stuednt_8367,51,52
8368,Stuednt_8368,96,53
8369,Stuednt_8369,94,84
8370,Stuednt_8370,86,63
8371,Stuednt_8371,72,63
8372,Stuednt_8372,60,80
8373,Stuednt_8373,100,59
8374,Stuednt_8374,54,67
8375,Stuednt_8375,83,74
8376,Stuednt_8376,95,74
8377,Stuednt_8377,74,80
8378,Stuednt_8378,61,55
8379,Stuednt_8379,64,50
8380,Stuednt_8380,84,93
8381,Stuednt_8381,51,91
8382,Stuednt_8382,81,100
8383,Stuednt_8383,81,70
8384,Stuednt_8384,96,96
8385,Stuednt_8385,62,60
8386,Stuednt_8386,66,74
8387,Stuednt_8387,89,100
8388,Stuednt_8388,87,90
8389,Stuednt_8389,68,97
8390,Stuednt_8390,92,67
8391,Stuednt_8391,76,100
8392,Stuednt_8392,88,68
8393,Stuednt_8393,87,60
8394,Stuednt_8394,92,93
8395,Stuednt_8395,68,66
8396,Stuednt_8396,79,61
8397,Stuednt_8397,97,84
8398,Stuednt_8398,84,68
8399,Stuednt_8399,55,53
8400,Stuednt_8400,54,93
8401,Stuednt_8401,96,57
8402,Stuednt_8402,89,82
8403,Stuednt_8403,59,63
8404,Stuednt_8404,51,71
8405,Stuednt_8405,95,71
8406,Stuednt_8406,62,61
8407,Stuednt_8407,66,74
8408,Stuednt_8408,65,97
8409,Stuednt_8409,87,69
8410,Stuednt_8410,53,60
8411,Stuednt_8411,77,52
8412,Stuednt_8412,77,99
8413,Stuednt_8413,51,89
8414,Stuednt_8414,82,83
8415,Stuednt_8415,60,56
8416,Stuednt_8416,68,69
8417,Stuednt_8417,58,99
8418,Stuednt_8418,81,65
8419,Stuednt_8419,81,88
8420,Stuednt_8420,89,89
8421,Stuednt_8421,66,71
8422,Stuednt_8422,70,83
8423,Stuednt_8423,93,66
8424,Stuednt_8424,58,80
8425,Stuednt_8425,95,52
8426,Stuednt_8426,55,85
8427,Stuednt_8427,62,95
8428,Stuednt_8428,76,99
8429,Stuednt_8429,56,60
8430,Stuednt_8430,76,95
8431,Stuednt_8431,51,88
8432,Stuednt_8432,56,95
8433,Stuednt_8433,82,98
8434,Stuednt_8434,96,65
8435,Stuednt_8435,57,90
8436,Stuednt_8436,69,72
8437,Stuednt_8437,68,55
8438,Stuednt_8438,56,65
8439,Stuednt_8439,55,70
8440,Stuednt_8440,90,61
8441,Stuednt_8441,66,68
8442,Stuednt_8442,73,67
8443,Stuednt_8443,76,97
8444,Stuednt_8444,97,58
8445,Stuednt_8445,65,61
8446,Stuednt_8446,51,68
8447,Stuednt_8447,61,75
8448,Stuednt_8448,55,78
8449,Stuednt_8449,66,70
8450,Stuednt_8450,78,87
8451,Stuednt_8451,92,99
8452,Stuednt_8452,51,90
8453,Stuednt_8453,70,50
8454,Stuednt_8454,98,62
8455,Stuednt_8455,64,52
8456,Stuednt_8456,97,86
8457,Stuednt_8457,65,81
8458,Stuednt_8458,93,71
8459,Stuednt_8459,75,68
8460,Stuednt_8460,82,96
8461,Stuednt_8461,79,89
8462,Stuednt_8462,77,85
8463,Stuednt_8463,67,53
8464,Stuednt_8464,75,77
8465,Stuednt_8465,50,62
8466,Stuednt_8466,83,65
8467,Stuednt_8467,98,73
8468,Stuednt_8468,92,52
8469,Stuednt_8469,55,67
8470,Stuednt_8470,99,71
8471,Stuednt_8471,98,85
8472,Stuednt_8472,59,82
8473,Stuednt_8473,70,68
8474,Stuednt_8474,55,77
8475,Stuednt_8475,83,50
8476,Stuednt_8476,90,88
8477,Stuednt_8477,93,90
8478,Stuednt_8478,51,78
8479,Stuednt_8479,65,63
8480,Stuednt_8480,73,95
8481,Stuednt_8481,65,73
8482,Stuednt_8482,79,100
8483,Stuednt_8483,56,79
8484,Stuednt_8484,82,73
8485,Stuednt_8485,53,51
8486,Stuednt_8486,67,92
8487,Stuednt_8487,75,50
8488,Stuednt_8488,96,95
8489,Stuednt_8489,89,95
8490,Stuednt_8490,54,68
8491,Stuednt_8491,75,64
8492,Stuednt_8492,64,72
8493,Stuednt_8493,50,65
8494,Stuednt_8494,72,52
8495,Stuednt_8495,95,69
8496,Stuednt_8496,57,82
8497,Stuednt_8497,100,73
8498,Stuednt_8498,64,75
8499,Stuednt_8499,87,81
8500,Stuednt_8500,78,86
8501,Stuednt_8501,51,58
8502,Stuednt_8502,98,97
8503,Stuednt_8503,88,55
8504,Stuednt_8504,53,97
8505,Stuednt_8505,58,60
8506,Stuednt_8506,96,52
8507,Stuednt_8507,62,98
8508,Stuednt_8508,50,63
8509,Stuednt_8509,69,84
8510,Stuednt_8510,72,72
8511,Stuednt_8511,75,51
8512,Stuednt_8512,59,60
8513,Stuednt_8513,68,67
8514,Stuednt_8514,66,90
8515,Stuednt_8515,93,51
8516,Stuednt_8516,77,71
8517,Stuednt_8517,65,84
8518,Stuednt_8518,84,61
8519,Stuednt_8519,66,84
8520,Stuednt_8520,79,52
8521,Stuednt_8521,84,75
8522,Stuednt_8522,79,58
8523,Stuednt_8523,93,65
8524,Stuednt_8524,72,70
8525,Stuednt_8525,74,92
8526,Stuednt_8526,67,78
8527,Stuednt_8527,53,88
8528,Stuednt_8528,88,74
8529,Stuednt_8529,64,84
8530,Stuednt_8530,96,65
8531,Stuednt_8531,66,88
8532,Stuednt_8532,95,96
8533,Stuednt_8533,65,69
8534,Stuednt_8534,61,68
8535,Stuednt_8535,91,72
8536,Stuednt_8536,63,72
8537,Stuednt_8537,75,69
8538,Stuednt_8538,66,92
8539,Stuednt_8539,100,57
8540,Stuednt_8540,63,96
8541,Stuednt_8541,85,69
8542,Stuednt_8542,65,73
8543,Stuednt_8543,69,68
8544,Stuednt_8544,69,54
8545,Stuednt_8545,99,82
8546,Stuednt_8546,96,80
8547,Stuednt_8547,73,72
8548,Stuednt_8548,83,52
8549,Stuednt_8549,60,97
8550,Stuednt_8550,90,73
8551,Stuednt_8551,93,70
8552,Stuednt_8552,50,98
8553,Stuednt_8553,65,72
8554,Stuednt_8554,80,51
8555,Stuednt_8555,70,69
8556,Stuednt_8556,93,94
8557,Stuednt_8557,62,71
8558,Stuednt_8558,85,64
8559,Stuednt_8559,91,77
8560,Stuednt_8560,77,59
8561,Stuednt_8561,55,77
8562,Stuednt_8562,76,81
8563,Stuednt_8563,77,61
8564,Stuednt_8564,76,78
8565,Stuednt_8565,66,75
8566,Stuednt_8566,50,62
8567,Stuednt_8567,77,82
8568,Stuednt_8568,82,90
8569,Stuednt_8569,64,65
8570,Stuednt_8570,100,83
8571,Stuednt_8571,61,76
8572,Stuednt_8572,85,86
8573,Stuednt_8573,91,86
8574,Stuednt_8574,53,90
8575,Stuednt_8575,52,61
8576,Stuednt_8576,86,84
8577,Stuednt_8577,77,93
8578,Stuednt_8578,64,79
8579,Stuednt_8579,70,82
8580,Stuednt_8580,73,79
8581,Stuednt_8581,100,93
8582,Stuednt_8582,51,54
8583,Stuednt_8583,50,96
8584,Stuednt_8584,91,96
8585,Stuednt_8585,98,57
8586,Stuednt_8586,50,68
8587,Stuednt_8587,50,59
8588,Stuednt_8588,69,81
8589,Stuednt_8589,51,57
8590,Stuednt_8590,74,79
8591,Stuednt_8591,70,100
8592,Stuednt_8592,57,99
8593,Stuednt_8593,62,84
8594,Stuednt_8594,75,65
8595,Stuednt_8595,67,81
8596,Stuednt_8596,65,51
8597,Stuednt_8597,84,99
8598,Stuednt_8598,98,53
8599,Stuednt_8599,75,84
8600,Stuednt_8600,78,75
8601,Stuednt_8601,69,53
8602,Stuednt_8602,66,100
8603,Stuednt_8603,64,97
8604,Stuednt_8604,90,90
8605,Stuednt_8605,75,76
8606,Stuednt_8606,81,69
8607,Stuednt_8607,51,99
8608,Stuednt_8608,90,57
8609,Stuednt_8609,74,79
8610,Stuednt_8610,53,98
8611,Stuednt_8611,72,82
8612,Stuednt_8612,58,84
8613,Stuednt_8613,58,63
8614,Stuednt_8614,94,95
8615,Stuednt_8615,90,79
8616,Stuednt_8616,90,84
8617,Stuednt_8617,85,63
8618,Stuednt_8618,88,57
8619,Stuednt_8619,77,70
8620,Stuednt_8620,68,89
8621,Stuednt_8621,77,96
8622,Stuednt_8622,67,82
8623,Stuednt_8623,93,72
8624,Stuednt_8624,68,70
8625,Stuednt_8625,82,66
8626,Stuednt_8626,78,78
8627,Stuednt_8627,85,63
8628,Stuednt_8628,87,56
8629,Stuednt_8629,51,63
8630,Stuednt_8630,80,78
8631,Stuednt_8631,73,92
8632,Stuednt_8632,81,99
8633,Stuednt_8633,87,97
8634,Stuednt_8634,51,86
8635,Stuednt_8635,54,54
8636,Stuednt_8636,89,98
8637,Stuednt_8637,90,66
8638,Stuednt_8638,92,97
8639,Stuednt_8639,66,87
8640,Stuednt_8640,57,64
8641,Stuednt_8641,70,78
8642,Stuednt_8642,64,78
8643,Stuednt_8643,89,62
8644,Stuednt_8644,60,81
8645,Stuednt_8645,100,64
8646,Stuednt_8646,78,97
8647,Stuednt_8647,83,89
8648,Stuednt_8648,86,57
8649,Stuednt_8649,82,98
8650,Stuednt_8650,78,86
8651,Stuednt_8651,58,53
8652,Stuednt_8652,73,70
8653,Stuednt_8653,85,94
8654,Stuednt_8654,60,74
8655,Stuednt_8655,69,97
8656,Stuednt_8656,62,78
8657,Stuednt_8657,70,79
8658,Stuednt_8658,71,78
8659,Stuednt_8659,94,84
8660,Stuednt_8660,70,70
8661,Stuednt_8661,86,56
8662,Stuednt_8662,50,99
8663,Stuednt_8663,79,63
8664,Stuednt_8664,100,94
8665,Stuednt_8665,78,81
8666,Stuednt_8666,68,86
8667,Stuednt_8667,58,97
8668,Stuednt_8668,97,73
8669,Stuednt_8669,81,71
8670,Stuednt_8670,95,52
8671,Stuednt_8671,82,83
8672,Stuednt_8672,90,59
8673,Stuednt_8673,66,59
8674,Stuednt_8674,51,71
8675,Stuednt_8675,83,69
8676,Stuednt_8676,83,68
8677,Stuednt_8677,93,65
8678,Stuednt_8678,55,52
8679,Stuednt_8679,75,53
8680,Stuednt_8680,78,89
8681,Stuednt_8681,83,66
8682,Stuednt_8682,73,72
8683,Stuednt_8683,53,63
8684,Stuednt_8684,84,96
8685,Stuednt_8685,90,74
8686,Stuednt_8686,51,57
8687,Stuednt_8687,84,81
8688,Stuednt_8688,93,61
8689,Stuednt_8689,76,50
8690,Stuednt_8690,97,61
8691,Stuednt_8691,80,66
8692,Stuednt_8692,59,53
8693,Stuednt_8693,77,80
8694,Stuednt_8694,94,82
8695,Stuednt_8695,98,50
8696,Stuednt_8696,56,62
8697,Stuednt_8697,78,56
8698,Stuednt_8698,54,64
8699,Stuednt_8699,53,79
8700,Stuednt_8700,86,74
8701,Stuednt_8701,83,54
8702,Stuednt_8702,61,70
8703,Stuednt_8703,56,63
8704,Stuednt_8704,84,95
8705,Stuednt_8705,79,86
8706,Stuednt_8706,93,79
8707,Stuednt_8707,59,53
8708,Stuednt_8708,95,66
8709,Stuednt_8709,98,75
8710,Stuednt_8710,67,95
8711,Stuednt_8711,71,99
8712,Stuednt_8712,67,60
8713,Stuednt_8713,80,84
8714,Stuednt_8714,56,100
8715,Stuednt_8715,57,54
8716,Stuednt_8716,53,81
8717,Stuednt_8717,53,77
8718,Stuednt_8718,59,91
8719,Stuednt_8719,61,72
8720,Stuednt_8720,92,61
8721,Stuednt_8721,51,92
8722,Stuednt_8722,78,65
8723,Stuednt_8723,61,52
8724,Stuednt_8724,63,64
8725,Stuednt_8725,79,89
8726,Stuednt_8726,74,99
8727,Stuednt_8727,89,81
8728,Stuednt_8728,74,68
8729,Stuednt_8729,60,94
8730,Stuednt_8730,84,94
8731,Stuednt_8731,93,95
8732,Stuednt_8732,65,78
8733,Stuednt_8733,50,86
8734,Stuednt_8734,55,55
8735,Stuednt_8735,64,53
8736,Stuednt_8736,94,51
8737,Stuednt_8737,100,61
8738,Stuednt_8738,93,57
8739,Stuednt_8739,78,52
8740,Stuednt_8740,97,60
8741,Stuednt_8741,60,84
8742,Stuednt_8742,92,86
8743,Stuednt_8743,61,50
8744,Stuednt_8744,82,91
8745,Stuednt_8745,52,50
8746,Stuednt_8746,55,53
8747,Stuednt_8747,83,54
8748,Stuednt_8748,75,69
8749,Stuednt_8749,83,97
8750,Stuednt_8750,74,61
8751,Stuednt_8751,92,65
8752,Stuednt_8752,73,78
8753,Stuednt_8753,86,81
8754,Stuednt_8754,61,66
8755,Stuednt_8755,54,85
8756,Stuednt_8756,86,58
8757,Stuednt_8757,52,95
8758,Stuednt_8758,73,60
8759,Stuednt_8759,72,57
8760,Stuednt_8760,61,51
8761,Stuednt_8761,97,88
8762,Stuednt_8762,98,67
8763,Stuednt_8763,86,52
8764,Stuednt_8764,82,76
8765,Stuednt_8765,62,98
8766,Stuednt_8766,88,68
8767,Stuednt_8767,83,72
8768,Stuednt_8768,78,51
8769,Stuednt_8769,63,83
8770,Stuednt_8770,52,85
8771,Stuednt_8771,76,96
8772,Stuednt_8772,94,81
8773,Stuednt_8773,70,63
8774,Stuednt_8774,60,51
8775,Stuednt_8775,74,95
8776,Stuednt_8776,97,82
8777,Stuednt_8777,64,73
8778,Stuednt_8778,79,99
8779,Stuednt_8779,65,66
8780,Stuednt_8780,65,53
8781,Stuednt_8781,84,50
